word|origins|part_of_speech|pronunciation|meaning
supercilious|early 16th century: from Latin superciliosus ‘haughty’, from supercilium ‘eyebrow’.|adjective|//ssl.gstatic.com/dictionary/static/sounds/20200429/supercilious--_gb_1.8.mp3|behaving or looking as though one thinks one is superior to others.
heartthrob|Etymology Unknown|noun|https://audio.oxforddictionaries.com/en/mp3/heart_throb_1_us_1.mp3|a male celebrity who is known for his good looks
delicacy|late Middle English (in the senses ‘voluptuousness’ and ‘luxuriousness’): from delicate + -acy.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/delicacy--_gb_1.mp3|fineness or intricacy of texture or structure.;susceptibility to illness or adverse conditions; fragility.;tact and consideration.;a choice or expensive food.
diapason|late Middle English (denoting the interval of an octave): via Latin from Greek dia pasōn (khordōn) ‘through all (notes)’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/diapason--_gb_2.mp3|an organ stop sounding a main register of flue pipes, typically of eight-foot pitch.;a grand swelling burst of harmony.;the entire compass, range, or scope of something.
atlatl|Nahuatl atlatl ‘spear-thrower’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/atlatl--_gb_3.mp3|a stick used by some indigenous peoples of North America to propel a spear or dart.
visage|Middle English: via Old French from Latin visus ‘sight’, from videre ‘to see’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/visage--_gb_1.mp3|a person's face, with reference to the form or proportions of the features.
cetology|mid 19th century: from Latin cetus ‘whale’ (see Cetacea) + -logy.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/cetology--_gb_1.mp3|the branch of zoology that deals with whales, dolphins, and porpoises.
hydroponic|Etymology Unknown|adjective|https://audio.oxforddictionaries.com/en/mp3/hydroponic_us_1.mp3|relating to or involving hydroponics, the process of growing plants in sand, gravel, or liquid
repress|Middle English (in the sense ‘keep back something objectionable’): from Latin repress- ‘pressed back, checked’, from the verb reprimere, from re- ‘back’ + premere ‘to press’.|verb|//ssl.gstatic.com/dictionary/static/sounds/20200429/repress--_gb_1.mp3|subdue (someone or something) by force.
regalia|mid 16th century (in the sense ‘royal powers’): from medieval Latin, literally ‘royal privileges’, from Latin, neuter plural of regalis ‘regal’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/regalia--_gb_1.8.mp3|the emblems or insignia of royalty, especially the crown, sceptre, and other ornaments used at a coronation.
patrician|late Middle English: from Old French patricien, from Latin patricius ‘having a noble father’, from pater, patr- ‘father’.|noun;adjective|//ssl.gstatic.com/dictionary/static/sounds/20200429/patrician--_gb_1.mp3|an aristocrat or nobleman.
pongee|early 18th century: from Chinese (Mandarin dialect) bĕnjī literally ‘own loom’ or běnzhī literally ‘home-woven’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/pongee--_gb_1.8.mp3|a soft, unbleached type of Chinese fabric, originally made from threads of raw silk and now also other fibres such as cotton which are usually mercerized.
phycology|Etymology Unknown|noun|https://audio.oxforddictionaries.com/en/mp3/phycology_us_1.mp3|the branch of botany concerned with seaweeds and other algae.
regurgitate|late 16th century: from medieval Latin regurgitat-, from the verb regurgitare, from Latin re- ‘again, back’ + gurges, gurgit- ‘whirlpool’.|verb|//ssl.gstatic.com/dictionary/static/sounds/20200429/regurgitate--_gb_1.8.mp3|bring (swallowed food) up again to the mouth.;repeat (information) without analysing or comprehending it.
cocoa|early 18th century (denoting cacao seed): alteration of cacao.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/cocoa--_gb_1.mp3|a powder made from roasted and ground cacao seeds.
tuition|late Middle English (in the sense ‘custody, care’): via Old French from Latin tuitio(n- ), from tueri ‘to watch, guard’. Current senses date from the late 16th century.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/tuition--_gb_1.mp3|teaching or instruction, especially of individual pupils or small groups.
courtiers|Middle English: via Anglo-Norman French from Old French cortoyer ‘be present at court’, from cort (see court).|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/courtier--_gb_1.mp3|a person who attends a royal court as a companion or adviser to the king or queen.
dhurrie|from Hindi darī .|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/dhurrie--_gb_1.mp3|a heavy cotton rug of Indian origin.
froward|late Old English frāward  ‘leading away from, away’, based on Old Norse frá (see fro, from).|adjective|//ssl.gstatic.com/dictionary/static/sounds/20200429/froward--_gb_1.8.mp3|(of a person) difficult to deal with; contrary.
Bunyanesque|Etymology Unknown|adjective|/home/pi/Bunyanesque.mp3|of, pertaining to, or resembling the legends about Paul Bunyan
sternum|mid 17th century: modern Latin, from Greek sternon ‘chest’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/sternum--_gb_1.mp3|the breastbone.
disposition|late Middle English: via Old French from Latin dispositio(n- ), from disponere ‘arrange’ (see dispose).|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/disposition--_gb_1.mp3|a person's inherent qualities of mind and character.;the way in which something is placed or arranged, especially in relation to other things.;the distribution or transfer of property or money to someone, especially by bequest.;the power to deal with something as one pleases.
nourish|Middle English: from Old French noriss-, lengthened stem of norir, from Latin nutrire ‘feed, cherish’.|verb|//ssl.gstatic.com/dictionary/static/sounds/20200429/nourish--_gb_1.mp3|provide with the food or other substances necessary for growth, health, and good condition.;keep (a feeling or belief) in one's mind, typically for a long time.
mele|mid 19th century. From Hawaiian mele song, chorus|noun|/home/pi/mele.mp3|In Polynesia, especially Hawaii: a chant with a unique vocal melody, composed and performed by a professional chanter, often to commemorate a significant cultural event or to praise a leader.
wheedle|mid 17th century: perhaps from German wedeln ‘cringe, fawn’, from Wedel ‘tail, fan’.|verb|//ssl.gstatic.com/dictionary/static/sounds/20200429/wheedle--_gb_1.mp3|use flattery or coaxing in order to persuade someone to do something or give one something.
narcoleptic|Etymology Unknown|adjective;noun|https://audio.oxforddictionaries.com/en/mp3/narcoleptic_us_2.mp3|a person affected by an extreme tendency to fall asleep;affected by or relating to an extreme tendency to fall asleep
sylph|mid 17th century: from modern Latin sylphes, sylphi and the German plural Sylphen, perhaps based on Latin sylvestris ‘of the woods’ + nympha ‘nymph’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/sylph--_gb_1.mp3|an imaginary spirit of the air.;a mainly dark green and blue hummingbird, the male of which has a long forked tail.
poltroon|early 16th century: from French poltron, from Italian poltrone, perhaps from poltro ‘sluggard’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/poltroon--_gb_1.mp3|an utter coward.
napkin|late Middle English: from Old French nappe ‘tablecloth’ (from Latin mappa : see map) + -kin.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/napkin--_gb_1.mp3|a square piece of cloth or paper used at a meal to wipe the fingers or lips and to protect garments.;a baby's nappy.;short for sanitary napkin.
predicament|late Middle English (in predicament (sense 2)): from late Latin praedicamentum ‘something predicated’ (rendering Greek katēgoria ‘category’), from Latin praedicare (see predicate). From the sense ‘category’ arose the sense ‘state of being, condition’; hence ‘unpleasant situation’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/predicament--_gb_1.mp3|a difficult, unpleasant, or embarrassing situation.;(in Aristotelian logic) each of the ten ‘categories’, often listed as: substance or being, quantity, quality, relation, place, time, posture, having or possession, action, and passion.
pompeii|Etymology Unknown|noun|https://audio.oxforddictionaries.com/en/mp3/pompeii_1_us_1.mp3|an ancient city in western Italy, southeast of Naples. The city was buried by an eruption of Mount Vesuvius in AD 79; excavations of the site began in 1748, revealing well-preserved remains of buildings, mosaics, furniture, and the personal possessions of the city's inhabitants.
unfurl|Etymology Unknown|verb|https://audio.oxforddictionaries.com/en/mp3/unfurl_us_1.mp3|make or become spread out from a rolled or folded state, especially in order to be open to the wind
peradventure|Middle English: from Old French per (or par) auenture ‘by chance’.|adverb;noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/peradventure--_gb_1.8.mp3|perhaps.
sleepy|Etymology Unknown|adjective|https://audio.oxforddictionaries.com/en/mp3/sleepy_us_1.mp3|needing or ready for sleep
surmountable|Etymology Unknown|adjective|https://audio.oxforddictionaries.com/en/mp3/surmountable_us_1.mp3|attainable; able to be on top
catalepsy|late Middle English: from French catalepsie or late Latin catalepsia, from Greek katalēpsis, from katalambanein ‘seize upon’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/catalepsy--_gb_1.mp3|a medical condition characterized by a trance or seizure with a loss of sensation and consciousness accompanied by rigidity of the body.
hermitage|Middle English: from Old French, from hermite (see hermit).|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/hermitage--_gb_1.mp3|the dwelling of a hermit, especially when small and remote.;a major art museum in St Petersburg, Russia, containing among its collections those begun by Catherine the Great.
wattage|Etymology Unknown|noun|https://audio.oxforddictionaries.com/en/mp3/wattage_us_2.mp3|a measure of electrical power expressed in watts.
rupicolous|mid 19th century; earliest use found in Robert Mayne (1808–1868). From scientific Latin rupicola, specific use of feminine of post-classical Latin rupicolus + -ous|adjective|/home/pi/rupicolous.mp3|Of a plant or animal: growing or living on rocks; = rupicoline.
sophisticated|Etymology Unknown|adjective|https://audio.oxforddictionaries.com/en/mp3/sophisticated_us_1.mp3|(of a machine, system, or technique) developed to a high degree of complexity;having, revealing, or proceeding from a great deal of worldly experience and knowledge of fashion and culture
nuance|late 18th century: from French, ‘shade, subtlety’, from nuer ‘to shade’, based on Latin nubes ‘cloud’.|noun;verb|//ssl.gstatic.com/dictionary/static/sounds/20200429/nuance--_gb_1.mp3|a subtle difference in or shade of meaning, expression, or sound.
mephitic|early 17th century: from late Latin mephiticus, from mephitis ‘noxious exhalation’.|adjective|//ssl.gstatic.com/dictionary/static/sounds/20200429/mephitic--_gb_1.8.mp3|(especially of a gas or vapour) foul-smelling; noxious.
epithet|late 16th century: from French épithète, or via Latin from Greek epitheton, neuter of epithetos ‘attributed’, from epitithenai ‘add’, from epi ‘upon’ + tithenai ‘to place’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/epithet--_gb_1.mp3|an adjective or phrase expressing a quality or attribute regarded as characteristic of the person or thing mentioned.
plaudits|early 17th century: shortened from Latin plaudite ‘applaud!’ (said by Roman actors at the end of a play), imperative plural of plaudere .|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/plaudit--_gb_1.mp3|an expression of praise or approval.
dragoon|early 17th century (denoting a kind of carbine or musket, thought of as breathing fire): from French dragon ‘dragon’.|noun;verb|//ssl.gstatic.com/dictionary/static/sounds/20200429/dragoon--_gb_1.mp3|a member of any of several cavalry regiments in the British army.
mosquito|late 16th century: from Spanish and Portuguese, diminutive of mosca, from Latin musca ‘fly’.|noun|//ssl.gstatic.com/dictionary/static/sounds/20200429/mosquito--_gb_3.mp3|a slender long-legged fly with aquatic larvae. The bite of the bloodsucking female can transmit a number of serious diseases including malaria and elephantiasis.
